CustomerID,Country,TotalValue
12468.0,Germany,724.0400000000001
12471.0,Germany,18705.52
12472.0,Germany,6229.48
12473.0,Germany,2837.73
12474.0,Germany,7064.7699999999995
12475.0,Germany,723.38
12476.0,Germany,6546.58
12477.0,Germany,13117.01
12478.0,Greece,680.99
12479.0,Germany,477.3
12480.0,Germany,3281.63
12481.0,Germany,5574.36
12483.0,Sweden,2327.13
12484.0,Spain,4480.87
12488.0,France,1298.66
12489.0,France,334.93
12490.0,France,5417.93
12491.0,France,460.40000000000003
12492.0,Germany,263.21000000000004
12493.0,France,416.79
12494.0,France,1139.3500000000001
12497.0,Germany,1043.1
12498.0,Germany,403.70000000000005
12500.0,Germany,4206.27
12501.0,Germany,2089.68
12502.0,Spain,3723.87
12503.0,Spain,-1126.0
12504.0,Germany,114.0
12505.0,Italy,-4.5
12506.0,France,73.5
12507.0,Spain,1258.06
12508.0,France,397.88
12509.0,France,176.5
12510.0,Spain,982.5699999999999
12512.0,Israel,132.18
12513.0,France,586.79
12514.0,Italy,1017.68
12515.0,Italy,383.7
12516.0,Germany,1312.06
12517.0,Germany,2443.65
12518.0,Germany,2056.89
12519.0,Germany,330.84
12520.0,Germany,2582.51
12521.0,Germany,599.68
12522.0,Germany,192.72
12523.0,France,1745.57
12524.0,Germany,4485.72
12526.0,Germany,1316.66
12527.0,Germany,348.71000000000004
12528.0,Germany,1922.28
12530.0,Germany,1623.63
12531.0,Germany,125.22
12532.0,France,349.83000000000004
12534.0,Germany,1089.18
12535.0,France,716.35
12536.0,France,4106.82
12538.0,Spain,363.95
12539.0,Spain,3852.5
12540.0,Spain,13309.039999999999
12541.0,Spain,981.18
12544.0,Spain,355.7
12545.0,Spain,1000.39
12546.0,Spain,1141.5
12547.0,Spain,207.79999999999998
12548.0,Spain,95.19999999999999
12550.0,Spain,964.83
12551.0,Spain,168.0
12552.0,Italy,437.82
12553.0,France,3652.25
12556.0,Spain,599.56
12557.0,Spain,11990.960000000001
12558.0,USA,1.0658141036401503e-14
12559.0,Germany,536.21
12560.0,Germany,2101.39
12561.0,Germany,238.85
12562.0,France,3781.7400000000002
12564.0,France,456.9
12565.0,Saudi Arabia,131.17
12566.0,Germany,346.7
12567.0,France,9114.94
12569.0,Germany,4046.9900000000002
12571.0,France,519.61
12572.0,Germany,1004.72
12573.0,France,160.54000000000002
12574.0,France,218.45
12576.0,Poland,1306.98
12577.0,France,564.2
12578.0,Italy,2753.36
12579.0,France,410.72
12580.0,Germany,415.7
12581.0,Germany,197.71
12582.0,Finland,511.36
12583.0,France,7187.34
12584.0,Italy,1893.95
12585.0,Germany,1982.81
12586.0,Italy,179.94000000000003
12587.0,Finland,144.0
12588.0,Finland,214.89999999999998
12589.0,France,646.68
12590.0,Germany,9861.38
12591.0,Italy,452.84999999999997
12592.0,Germany,437.6
12593.0,France,418.09999999999997
12594.0,Italy,3320.2200000000003
12596.0,Spain,618.27
12597.0,Spain,3683.13
12598.0,France,3002.68
12599.0,France,1032.58
12600.0,Germany,2581.04
12601.0,Germany,569.5600000000001
12602.0,France,153.12
12603.0,Germany,739.1999999999999
12604.0,France,254.18
12605.0,Germany,-7.5
12607.0,USA,3.552713678800501e-15
12609.0,Germany,1126.85
12610.0,Italy,2057.99
12611.0,Italy,1193.32
12612.0,Germany,643.59
12613.0,Germany,3218.98
12614.0,Germany,315.6
12615.0,France,2291.19
12616.0,France,657.25
12617.0,France,352.98
12618.0,Italy,177.31
12619.0,Germany,3214.81
12620.0,France,1339.41
12621.0,Germany,13612.07
12622.0,Germany,180.1
12623.0,Germany,305.1
12624.0,France,641.13
12625.0,Germany,2614.32
12626.0,Germany,6388.35
12627.0,Germany,4478.53
12628.0,Germany,769.61
12630.0,Finland,1270.88
12631.0,Finland,640.5
12633.0,Germany,2140.63
12635.0,Germany,1689.18
12637.0,France,5934.25
12638.0,Sweden,671.69
12639.0,Sweden,486.1
12640.0,France,1174.58
12641.0,Sweden,185.9
12642.0,Germany,1013.26
12643.0,France,3344.64
12644.0,Germany,477.91
12645.0,Germany,1755.38
12646.0,USA,1346.97
12647.0,Germany,3669.92
12648.0,Germany,318.05
12649.0,Germany,603.71
12650.0,France,314.44
12651.0,France,114.0
12652.0,France,914.53
12653.0,Israel,2209.85
12654.0,Germany,601.98
12656.0,France,3982.72
12657.0,France,1152.06
12658.0,Germany,686.05
12659.0,France,91.68
12660.0,France,245.1
12662.0,Germany,3817.08
12664.0,Finland,4863.88
12665.0,Germany,61.75
12666.0,Israel,-227.44
12667.0,Finland,620.13
12668.0,Germany,3743.18
12669.0,France,1607.73
12670.0,France,2986.15
12672.0,France,225.89999999999998
12673.0,Germany,610.52
12674.0,France,1922.26
12676.0,Sweden,1331.39
12678.0,France,17588.26
12679.0,France,1058.67
12680.0,France,862.81
12681.0,France,13677.59
12682.0,France,12279.82
12683.0,France,8221.09
12684.0,France,2283.63
12685.0,France,2863.08
12686.0,France,89.14
12688.0,Israel,4863.8099999999995
12689.0,France,1247.61
12690.0,France,389.01
12691.0,France,1035.8
12693.0,Germany,830.96
12694.0,France,869.67
12695.0,France,582.1
12697.0,Sweden,939.02
12700.0,France,4867.99
12701.0,Germany,797.71
12702.0,Germany,219.0
12703.0,Germany,274.7
12704.0,Finland,2220.84
12705.0,Germany,6814.24
12707.0,France,603.42
12708.0,Germany,2616.32
12709.0,Germany,9264.1
12710.0,Germany,1130.57
12712.0,Germany,4241.63
12713.0,Germany,848.55
12714.0,France,4708.86
12715.0,Sweden,343.36
12716.0,France,1053.49
12717.0,Greece,980.98
12718.0,France,238.25
12719.0,France,608.1
12720.0,Germany,5713.28
12721.0,France,2628.98
12722.0,France,904.33
12723.0,France,725.07
12724.0,France,1031.41
12725.0,Italy,427.8
12726.0,France,2609.1
12727.0,France,3947.7
12728.0,France,836.33
12729.0,France,453.01
12731.0,France,18793.41
12732.0,France,236.26000000000002
12733.0,USA,383.95
12734.0,France,110.39999999999999
12735.0,France,779.5699999999999
12736.0,France,234.0
12738.0,Germany,155.35
12739.0,United Arab Emirates,1013.04
12740.0,France,427.6
12743.0,Unspecified,540.13
12744.0,Singapore,9120.39
12747.0,United Kingdom,4196.01
12748.0,United Kingdom,28405.56
12749.0,United Kingdom,3868.2
12750.0,Poland,275.88
12752.0,Norway,4366.78
12753.0,Japan,21024.01
12754.0,Japan,2949.12
12755.0,Japan,2203.2
12756.0,Japan,112.07999999999998
12757.0,Portugal,4205.25
12758.0,Portugal,2791.59
12759.0,Netherlands,1531.44
12762.0,Portugal,1898.52
12763.0,Japan,494.08
12764.0,Lebanon,1693.88
12766.0,Portugal,6989.63
12769.0,Brazil,1143.6
12770.0,Japan,1351.45
12772.0,Portugal,892.47
12775.0,Netherlands,1351.24
12778.0,Netherlands,804.23
12779.0,Poland,3868.7
12781.0,Czech Republic,707.72
12782.0,Portugal,2273.32
12783.0,Portugal,1603.87
12784.0,Portugal,532.8199999999999
12785.0,Portugal,305.71
12787.0,Netherlands,463.66
12789.0,Netherlands,91.85
12790.0,Netherlands,324.92
12791.0,Netherlands,192.60000000000002
12792.0,Portugal,400.53999999999996
12793.0,Portugal,545.48
12794.0,Portugal,860.41
12795.0,Portugal,430.48
12797.0,Portugal,194.18
12798.0,Japan,6977.04
12802.0,Netherlands,412.58
12808.0,Portugal,483.65000000000003
12809.0,Portugal,484.36
12811.0,Portugal,514.85
12812.0,Japan,229.64000000000001
12814.0,Poland,125.92
12815.0,Poland,1063.46
12816.0,Poland,572.2
12817.0,Austria,166.04
12818.0,Austria,1517.88
12820.0,United Kingdom,942.34
12821.0,United Kingdom,92.72
12822.0,United Kingdom,918.98
12823.0,United Kingdom,1759.5
12824.0,United Kingdom,397.12
12826.0,United Kingdom,1468.1200000000001
12827.0,United Kingdom,430.15000000000003
12828.0,United Kingdom,1018.71
12829.0,United Kingdom,253.05
12830.0,United Kingdom,6748.4
12831.0,United Kingdom,215.05
12832.0,United Kingdom,383.03
12833.0,United Kingdom,417.38
12834.0,United Kingdom,312.38
12836.0,United Kingdom,2610.36
12837.0,United Kingdom,134.1
12838.0,United Kingdom,671.95
12839.0,United Kingdom,5583.62
12840.0,United Kingdom,2714.27
12841.0,United Kingdom,3845.63
12842.0,United Kingdom,1118.99
12843.0,United Kingdom,1680.76
12844.0,United Kingdom,325.96000000000004
12845.0,United Kingdom,354.09
12847.0,United Kingdom,843.64
12849.0,United Kingdom,1010.29
12851.0,United Kingdom,131.81
12852.0,United Kingdom,299.75
12853.0,United Kingdom,1881.7
12854.0,United Kingdom,1280.9
12855.0,United Kingdom,38.1
12856.0,United Kingdom,2153.53
12857.0,United Kingdom,1106.4
12863.0,United Kingdom,504.2
12864.0,United Kingdom,147.12
12865.0,Austria,1548.07
12866.0,Belgium,559.12
12867.0,United Kingdom,3958.74
12868.0,United Kingdom,1607.0600000000002
12870.0,United Kingdom,-14.899999999999999
12871.0,United Kingdom,380.64
12872.0,United Kingdom,599.97
12873.0,United Kingdom,374.0
12875.0,United Kingdom,343.2300000000001
12876.0,Belgium,2218.02
12877.0,United Kingdom,1535.77
12878.0,United Kingdom,841.64
12879.0,United Kingdom,552.5699999999999
12881.0,United Kingdom,298.0
12882.0,United Kingdom,1463.04
12883.0,United Kingdom,703.47
12884.0,United Kingdom,309.05
12885.0,United Kingdom,1158.27
12886.0,United Kingdom,1351.09
12888.0,United Kingdom,313.77
12890.0,United Kingdom,376.71999999999997
12891.0,United Kingdom,331.0
12893.0,United Kingdom,176.55
12895.0,United Kingdom,347.3
12897.0,United Kingdom,216.5
12901.0,United Kingdom,16293.1
12902.0,United Kingdom,138.68
12904.0,United Kingdom,496.06
12906.0,United Kingdom,2919.81
12908.0,United Kingdom,246.0
12909.0,United Kingdom,2128.83
12910.0,United Kingdom,3075.04
12912.0,United Kingdom,1662.3
12913.0,United Kingdom,2483.63
12915.0,United Kingdom,363.65
12916.0,United Kingdom,2921.15
12917.0,United Kingdom,594.0
12919.0,United Kingdom,1301.44
12920.0,United Kingdom,162.78
12921.0,United Kingdom,16389.74
12922.0,United Kingdom,405.38
12923.0,United Kingdom,172.82
12924.0,United Kingdom,929.95
12925.0,United Kingdom,694.05
12928.0,United Kingdom,2062.7000000000003
12929.0,United Kingdom,105.1
12930.0,United Kingdom,409.9
12931.0,United Kingdom,33462.81
12933.0,United Kingdom,606.28
12935.0,United Kingdom,2156.45
12936.0,United Kingdom,1012.9
12937.0,United Kingdom,1504.27
12938.0,United Kingdom,114.14
12939.0,United Kingdom,11581.8
12940.0,United Kingdom,862.44
12942.0,United Kingdom,675.6
12943.0,United Kingdom,-3.75
12944.0,United Kingdom,604.51
12945.0,United Kingdom,462.95
12947.0,United Kingdom,1407.29
12948.0,United Kingdom,2053.7
12949.0,United Kingdom,4143.02
12950.0,United Kingdom,1843.0
12951.0,United Kingdom,1042.07
12952.0,United Kingdom,1382.8400000000001
12953.0,United Kingdom,329.85
12955.0,United Kingdom,4734.26
12956.0,United Kingdom,108.07
12957.0,United Kingdom,3979.04
12962.0,United Kingdom,266.39
12963.0,United Kingdom,1841.03
12965.0,United Kingdom,769.8100000000001
12966.0,United Kingdom,160.18
12967.0,United Kingdom,1194.75
12968.0,United Kingdom,135.95
12970.0,United Kingdom,405.47
12971.0,United Kingdom,10910.460000000001
12974.0,United Kingdom,144.8
12976.0,United Kingdom,738.6
12977.0,United Kingdom,39.239999999999995
12980.0,United Kingdom,7092.06
12981.0,United Kingdom,372.21999999999997
12982.0,United Kingdom,377.2
12984.0,United Kingdom,97.5
12985.0,United Kingdom,1215.6200000000001
12987.0,United Kingdom,545.0
12988.0,United Kingdom,505.82
12989.0,United Kingdom,6854.51
12990.0,United Kingdom,409.5
12991.0,United Kingdom,503.76
12993.0,United Kingdom,414.76
12994.0,United Kingdom,902.22
12995.0,United Kingdom,200.72
12997.0,United Kingdom,1197.94
12999.0,United Kingdom,455.88
13000.0,United Kingdom,534.85
13001.0,United Kingdom,9765.07
13002.0,United Kingdom,120.94999999999999
13003.0,United Kingdom,149.05
13004.0,United Kingdom,5613.43
13005.0,United Kingdom,468.95
13006.0,United Kingdom,81.57
13008.0,United Kingdom,178.46999999999997
13011.0,United Kingdom,50.550000000000004
13012.0,United Kingdom,1296.6200000000001
13013.0,United Kingdom,4786.99
13014.0,United Kingdom,3365.43
13015.0,United Kingdom,3339.64
13016.0,United Kingdom,789.89
13017.0,United Kingdom,204.0
13018.0,United Kingdom,7272.75
13021.0,United Kingdom,2584.4
13023.0,United Kingdom,689.9
13026.0,United Kingdom,936.15
13027.0,United Kingdom,6912.0
13028.0,United Kingdom,659.68
13029.0,United Kingdom,1247.5
13030.0,United Kingdom,752.4399999999999
13032.0,United Kingdom,996.52
13033.0,United Kingdom,190.55
13034.0,United Kingdom,642.77
13035.0,United Kingdom,886.63
13037.0,United Kingdom,881.07
13038.0,United Kingdom,908.46
13040.0,United Kingdom,676.99
13043.0,United Kingdom,471.57
13044.0,United Kingdom,560.47
13045.0,United Kingdom,305.28000000000003
13046.0,United Kingdom,619.31
13047.0,United Kingdom,3079.1
13048.0,United Kingdom,1789.41
13049.0,United Kingdom,656.6800000000001
13050.0,United Kingdom,5684.61
13052.0,United Kingdom,348.15000000000003
13055.0,United Kingdom,1201.96
13058.0,United Kingdom,271.40000000000003
13059.0,United Kingdom,183.4
13060.0,United Kingdom,307.53
13061.0,United Kingdom,248.61
13062.0,United Kingdom,346.98
13064.0,United Kingdom,1105.59
13065.0,United Kingdom,205.86
13066.0,United Kingdom,430.9
13067.0,United Kingdom,115.46000000000001
13068.0,United Kingdom,344.0
13069.0,United Kingdom,3713.14
13070.0,United Kingdom,228.8
13072.0,United Kingdom,177.15
13075.0,United Kingdom,919.61
13077.0,United Kingdom,728.02
13078.0,United Kingdom,12432.28
13079.0,United Kingdom,220.10000000000002
13080.0,United Kingdom,58.08
13081.0,United Kingdom,27964.48
13082.0,United Kingdom,3595.48
13083.0,United Kingdom,303.75
13085.0,United Kingdom,272.38
13089.0,United Kingdom,57322.13
13090.0,United Kingdom,8689.39
13091.0,United Kingdom,319.82
13092.0,United Kingdom,459.83
13093.0,United Kingdom,7741.47
13094.0,United Kingdom,1708.8600000000001
13095.0,United Kingdom,74.39999999999999
13097.0,United Kingdom,5886.12
13098.0,United Kingdom,28658.88
13099.0,United Kingdom,207.35999999999999
13101.0,United Kingdom,101.19
13102.0,United Kingdom,6336.29
13103.0,United Kingdom,243.94
13104.0,United Kingdom,1098.48
13106.0,United Kingdom,59.5
13107.0,United Kingdom,1524.07
13108.0,United Kingdom,350.06
13109.0,United Kingdom,766.84
13110.0,United Kingdom,1452.8700000000001
13113.0,United Kingdom,10510.0
13115.0,United Kingdom,2205.63
13116.0,United Kingdom,485.19
13117.0,United Kingdom,984.91
13118.0,United Kingdom,1125.0
13120.0,United Kingdom,30.599999999999998
13121.0,United Kingdom,254.73
13122.0,United Kingdom,922.39
13124.0,United Kingdom,3756.33
13126.0,United Kingdom,2056.29
13127.0,United Kingdom,259.17
13130.0,United Kingdom,64.0
13131.0,United Kingdom,1039.3
13132.0,United Kingdom,77.3
13133.0,United Kingdom,109.8
13134.0,United Kingdom,1740.63
13135.0,United Kingdom,3096.0
13136.0,United Kingdom,2545.38
13137.0,United Kingdom,3557.96
13138.0,United Kingdom,962.39
13139.0,United Kingdom,5055.79
13140.0,United Kingdom,422.47
13141.0,United Kingdom,2385.8
13142.0,United Kingdom,307.09
13144.0,United Kingdom,110.95
13145.0,United Kingdom,614.77
13146.0,United Kingdom,228.91
13147.0,United Kingdom,712.8000000000001
13148.0,United Kingdom,3324.62
13149.0,United Kingdom,1676.06
13151.0,United Kingdom,1250.3700000000001
13153.0,United Kingdom,486.22
13154.0,United Kingdom,-611.86
13155.0,United Kingdom,971.76
13157.0,United Kingdom,1721.57
13158.0,United Kingdom,1201.06
13159.0,United Kingdom,1371.25
13160.0,United Kingdom,91.8
13161.0,United Kingdom,112.75
13162.0,United Kingdom,1636.59
13165.0,United Kingdom,1021.48
13166.0,United Kingdom,414.7
13167.0,United Kingdom,791.33
13168.0,United Kingdom,1290.54
13169.0,United Kingdom,712.88
13170.0,United Kingdom,108.81
13171.0,United Kingdom,426.81
13173.0,United Kingdom,353.65
13174.0,United Kingdom,2742.82
13176.0,United Kingdom,481.49
13177.0,United Kingdom,282.45
13178.0,United Kingdom,5725.47
13182.0,United Kingdom,121.18
13183.0,United Kingdom,3957.78
13184.0,United Kingdom,1616.45
13185.0,United Kingdom,71.4
13186.0,United Kingdom,1539.69
13187.0,United Kingdom,236.02
13188.0,United Kingdom,114.60000000000001
13189.0,United Kingdom,260.68
13192.0,United Kingdom,911.94
13193.0,United Kingdom,112.08
13194.0,United Kingdom,60.7
13196.0,United Kingdom,1797.78
13198.0,United Kingdom,3384.09
13199.0,United Kingdom,9803.96
13200.0,United Kingdom,870.09
13203.0,United Kingdom,869.46
13207.0,United Kingdom,250.26000000000002
13208.0,United Kingdom,1199.65
13209.0,United Kingdom,5820.16
13210.0,United Kingdom,353.48
13211.0,United Kingdom,1095.42
13212.0,United Kingdom,779.33
13213.0,United Kingdom,1518.43
13216.0,United Kingdom,333.74
13217.0,United Kingdom,133.62
13218.0,United Kingdom,62.63999999999999
13220.0,United Kingdom,819.2900000000001
13221.0,United Kingdom,847.41
13223.0,United Kingdom,163.20000000000002
13224.0,United Kingdom,2150.85
13225.0,United Kingdom,6083.04
13226.0,United Kingdom,108.21000000000001
13227.0,United Kingdom,257.7
13228.0,United Kingdom,358.0
13229.0,United Kingdom,160.95
13230.0,United Kingdom,2712.07
13232.0,United Kingdom,1328.35
13233.0,United Kingdom,605.12
13235.0,United Kingdom,101.17000000000007
13236.0,United Kingdom,727.27
13238.0,United Kingdom,680.83
13239.0,United Kingdom,329.56
13240.0,United Kingdom,663.65
13242.0,United Kingdom,270.40000000000003
13243.0,United Kingdom,585.12
13244.0,United Kingdom,121.74000000000001
13245.0,United Kingdom,430.5
13246.0,United Kingdom,1896.32
13247.0,United Kingdom,501.12
13248.0,United Kingdom,465.68
13249.0,United Kingdom,711.41
13253.0,United Kingdom,1030.4
13255.0,United Kingdom,390.66
13256.0,United Kingdom,0.0
13258.0,United Kingdom,672.83
13259.0,United Kingdom,283.18
13260.0,United Kingdom,557.62
13261.0,United Kingdom,944.1
13262.0,United Kingdom,200.29
13263.0,United Kingdom,7436.93
13265.0,United Kingdom,2092.66
13266.0,United Kingdom,3717.67
13267.0,United Kingdom,4404.44
13268.0,United Kingdom,3127.7
13269.0,United Kingdom,5312.97
13270.0,United Kingdom,590.0
13271.0,United Kingdom,172.37
13272.0,United Kingdom,276.56
13273.0,United Kingdom,138.98
13276.0,United Kingdom,590.9300000000001
13277.0,United Kingdom,258.4
13278.0,United Kingdom,542.73
13279.0,United Kingdom,126.30000000000001
13280.0,United Kingdom,798.46
13282.0,United Kingdom,1047.8400000000001
13283.0,United Kingdom,93.66
13284.0,United Kingdom,196.15
13285.0,United Kingdom,2709.12
13291.0,United Kingdom,361.11
13292.0,United Kingdom,578.9399999999999
13294.0,United Kingdom,873.74
13295.0,United Kingdom,197.95000000000002
13296.0,United Kingdom,87.4
13297.0,United Kingdom,2089.85
13298.0,United Kingdom,360.0
13299.0,United Kingdom,142.5
13300.0,United Kingdom,365.29
13301.0,United Kingdom,618.09
13302.0,United Kingdom,63.75
13304.0,United Kingdom,300.42
13305.0,United Kingdom,2000.86
13307.0,United Kingdom,15.0
13308.0,United Kingdom,1367.6100000000001
13309.0,United Kingdom,1456.79
13310.0,United Kingdom,1083.63
13311.0,United Kingdom,598.57
13313.0,United Kingdom,1555.32
13314.0,United Kingdom,593.51
13316.0,United Kingdom,5570.6900000000005
13317.0,United Kingdom,2075.4700000000003
13318.0,United Kingdom,640.76
13319.0,United Kingdom,10664.34
13320.0,United Kingdom,1475.2
13321.0,United Kingdom,567.36
13322.0,United Kingdom,199.48000000000002
13323.0,United Kingdom,787.85
13324.0,United Kingdom,7072.8
13325.0,United Kingdom,675.3
13327.0,United Kingdom,3617.57
13328.0,United Kingdom,1308.48
13329.0,United Kingdom,740.4
13330.0,United Kingdom,1140.93
13332.0,United Kingdom,350.9
13334.0,United Kingdom,3502.32
13336.0,United Kingdom,795.12
13338.0,United Kingdom,431.82
13339.0,United Kingdom,860.12
13340.0,United Kingdom,10736.48
13341.0,United Kingdom,775.85
13343.0,United Kingdom,303.93
13344.0,United Kingdom,2511.69
13345.0,United Kingdom,377.6
13347.0,United Kingdom,341.36
13348.0,United Kingdom,233.76
13349.0,United Kingdom,247.32
13350.0,United Kingdom,910.72
13351.0,United Kingdom,373.94
13352.0,United Kingdom,389.28
13354.0,United Kingdom,743.53
13355.0,United Kingdom,674.7
13356.0,United Kingdom,768.24
13357.0,United Kingdom,609.4
13358.0,United Kingdom,439.03
13359.0,United Kingdom,431.26
13362.0,United Kingdom,3085.4900000000002
13363.0,United Kingdom,992.5
13364.0,United Kingdom,0.0
13365.0,United Kingdom,2191.22
13366.0,United Kingdom,56.160000000000004
13368.0,United Kingdom,623.4
13369.0,United Kingdom,263.75
13370.0,United Kingdom,721.32
13372.0,United Kingdom,378.64
13373.0,United Kingdom,3312.25
13375.0,United Kingdom,772.9
13376.0,United Kingdom,1019.76
13379.0,United Kingdom,572.56
13381.0,United Kingdom,3626.81
13382.0,United Kingdom,222.99
13384.0,United Kingdom,4122.28
13385.0,United Kingdom,534.57
13388.0,United Kingdom,627.15
13389.0,United Kingdom,797.96
13390.0,United Kingdom,544.08
13391.0,United Kingdom,59.8
13394.0,United Kingdom,2312.8
13395.0,United Kingdom,307.72
13396.0,United Kingdom,1325.29
13397.0,United Kingdom,1539.18
13398.0,United Kingdom,457.34
13402.0,United Kingdom,621.23
13403.0,United Kingdom,75.0
13404.0,United Kingdom,252.49
13405.0,United Kingdom,572.451
13408.0,United Kingdom,27487.41
13410.0,United Kingdom,988.91
13411.0,United Kingdom,213.55
13414.0,United Kingdom,1390.5
13416.0,United Kingdom,712.5
13417.0,United Kingdom,640.83
13418.0,United Kingdom,5845.44
13419.0,United Kingdom,221.06
13420.0,United Kingdom,140.35
13421.0,United Kingdom,1831.61
13422.0,United Kingdom,2601.55
13425.0,United Kingdom,1624.21
13426.0,United Kingdom,3550.7000000000003
13427.0,United Kingdom,582.6
13428.0,United Kingdom,201.78
13429.0,United Kingdom,1006.8
13430.0,United Kingdom,648.6899999999999
13431.0,United Kingdom,1269.1
13434.0,United Kingdom,534.24
13435.0,United Kingdom,3794.4900000000002
13436.0,United Kingdom,196.89
13437.0,United Kingdom,3408.06
13439.0,United Kingdom,283.71
13441.0,United Kingdom,296.64
13447.0,United Kingdom,1104.23
13448.0,United Kingdom,3460.9900000000002
13449.0,United Kingdom,291.88
13450.0,United Kingdom,2043.7199999999998
13451.0,United Kingdom,2838.56
13452.0,United Kingdom,590.0
13453.0,United Kingdom,356.97999999999996
13455.0,United Kingdom,1007.35
13456.0,United Kingdom,1737.8200000000002
13458.0,United Kingdom,9537.92
13460.0,United Kingdom,183.44
13461.0,United Kingdom,1445.0
13462.0,United Kingdom,143.25
13464.0,United Kingdom,674.68
13466.0,United Kingdom,297.95
13467.0,United Kingdom,1071.91
13468.0,United Kingdom,5645.15
13470.0,United Kingdom,165.0
13471.0,United Kingdom,2501.84
13473.0,United Kingdom,417.54
13474.0,United Kingdom,224.34
13475.0,United Kingdom,1431.78
13476.0,United Kingdom,1092.77
13477.0,United Kingdom,1441.53
13479.0,United Kingdom,291.0
13481.0,United Kingdom,1776.81
13482.0,United Kingdom,184.64
13483.0,United Kingdom,140.34
13484.0,United Kingdom,313.8
13485.0,United Kingdom,454.24
13486.0,United Kingdom,1122.41
13487.0,United Kingdom,575.4
13488.0,United Kingdom,8910.61
13489.0,United Kingdom,449.52
13491.0,United Kingdom,1215.82
13492.0,Switzerland,1269.84
13493.0,Switzerland,618.63
13494.0,United Kingdom,316.26000000000005
13495.0,United Kingdom,1990.1200000000001
13496.0,United Kingdom,617.93
13497.0,United Kingdom,321.05
13499.0,United Kingdom,1146.96
13500.0,United Kingdom,1136.77
13501.0,Switzerland,1310.47
13502.0,United Kingdom,292.0
13503.0,United Kingdom,216.85
13504.0,United Kingdom,295.93
13505.0,Switzerland,4282.88
13506.0,United Kingdom,452.82
13507.0,United Kingdom,2479.16
13508.0,United Kingdom,110.97
13509.0,United Kingdom,979.72
13510.0,United Kingdom,1785.16
13512.0,United Kingdom,251.21
13513.0,United Kingdom,205.1
13514.0,United Kingdom,152.20000000000002
13515.0,United Kingdom,891.12
13516.0,United Kingdom,1389.41
13517.0,United Kingdom,2109.07
13518.0,United Kingdom,627.16
